order.recorded,experiment,paper,application.date,measurement.date,dwe.Mg.ha.emp,dwe.Mg.ha.est,amendment.tilled.in,amendment.cat.agg,amendment.cat.det,amendment.CtoN.emp,amendment.CtoN.est,amendment.orgC.emp,amendment.orgC.est,amendment.totN.emp,amendment.totN.est,amendment.nh4.emp,amendment.nh4.est,amendment.no3.emp,amendment.no3.est,amendment.availP.emp,amendment.availP.est,amendment.totP.emp,amendment.totP.est,amendment.availK.emp,amendment.availK.est,amendment.totK.emp,amendment.totK.est,amendment.Fe.emp,amendment.Fe.est,amendment.Pb.emp,amendment.Pb.units,amendment.Pb.total,MAP.emp,MAP.est,MAT.emp,MAT.est,clim.class,site.soil.orgC,site.soil.totN,site.soil.availP,site.soil.availK,site.soil.pH,site.soil.perc.sand,site.soil.perc.silt,site.soil.perc.clay,site.soil.bulk.dens,site.plant.comm,vegetation.planted,amendment.in.planting.holes,grazed.or.cut,soil.sample.depth,soilC.con.mean,soilC.con.SD,soilC.con.letter,soilC.con.N,soilC.trt.mean,soilC.trt.SD,soilC.trt.letter,soilC.trt.N,soilC.trt.minus.con.paired.mean,soilC.trt.minus.con.paired.SD,soilC.trt.minus.con.paired.N,soilC.reported.comp.sig,soilC.comp.pval,soilC.LSD,soilC.analysis.Fval,soilC.analysis.pval,soilC.notes.analysis.LSD.F.p,soilC.units,soiltotN.con.mean,soiltotN.con.SD,soiltotN.con.letter,soiltotN.con.N,soiltotN.trt.mean,soiltotN.trt.SD,soiltotN.trt.letter,soiltotN.trt.N,soiltotN.trt.minus.con.paired.mean,soiltotN.trt.minus.con.paired.SD,soiltotN.trt.minus.con.paired.N,soiltotN.reported.comp.sig,soiltotN.comp.pval,soiltotN.LSD,soiltotN.analysis.Fval,soiltotN.analysis.pval,soiltotN.notes.analysis.LSD.F.p,soiltotN.units,soilNH4.con.mean,soilNH4.con.SD,soilNH4.con.letter,soilNH4.con.N,soilNH4.trt.mean,soilNH4.trt.SD,soilNH4.trt.letter,soilNH4.trt.N,soilNH4.comp.pval,soilNH4.LSD,soilNH4.analysis.Fval,soilNH4.analysis.pval,soilNH4.notes.analysis.LSD.F.p,soilNH4.units,soilNO3.con.mean,soilNO3.con.SD,soilNO3.con.letter,soilNO3.con.N,soilNO3.trt.mean,soilNO3.trt.SD,soilNO3.trt.letter,soilNO3.trt.N,soilNO3.comp.pval,soilNO3.LSD,soilNO3.analysis.Fval,soilNO3.analysis.pval,soilNO3.notes.analysis.LSD.F.p,soilNO3.units,soilP.con.mean,soilP.con.SD,soilP.con.letter,soilP.con.N,soilP.trt.mean,soilP.trt.SD,soilP.trt.letter,soilP.trt.N,soilP.comp.pval,soilP.LSD,soilP.analysis.Fval,soilP.analysis.pval,soilP.notes.analysis.LSD.F.p,soilP.units,soil_moisture.con.mean,soil_moisture.con.SD,soil_moisture.con.letter,soil_moisture.con.N,soil_moisture.trt.mean,soil_moisture.trt.SD,soil_moisture.trt.letter,soil_moisture.trt.N,soil_moisture.comp.pval,soil_moisture.LSD,soil_moisture.analysis.Fval,soil_moisture.analysis.pval,soil_moisture.notes.analysis.LSD.F.p,soil_moisture.units,soilPb.con.mean,soilPb.con.SD,soilPb.con.letter,soilPb.con.N,soilPb.trt.mean,soilPb.trt.SD,soilPb.trt.letter,soilPb.trt.N,soilPb.comp.pval,soilPb.LSD,soilPb.analysis.Fval,soilPb.analysis.pval,soilPb.notes.analysis.LSD.F.p,soilPb.units,extractable.or.total,labresp.con.mean,labresp.con.SD,labresp.con.letter,labresp.con.N,labresp.trt.mean,labresp.trt.SD,labresp.trt.letter,labresp.trt.N,labresp.comp.pval,labresp.LSD,labresp.analysis.Fval,labresp.analysis.pval,labresp.notes.analysis.LSD.F.p,labresp.units,MBC.con.mean,MBC.con.SD,MBC.con.letter,MBC.con.N,MBC.trt.mean,MBC.trt.SD,MBC.trt.letter,MBC.trt.N,MBC.comp.pval,MBC.LSD,MBC.analysis.Fval,MBC.analysis.pval,MBC.notes.analysis.LSD.F.p,MBC.units,biomass.or.abundance,ANPP.con.mean,ANPP.con.SD,ANPP.con.letter,ANPP.con.N,ANPP.trt.mean,ANPP.trt.SD,ANPP.trt.letter,ANPP.trt.N,ANPP.trt.minus.con.paired.mean,ANPP.trt.minus.con.paired.SD,ANPP.trt.minus.con.paired.N,ANPP.reported.comp.sig,ANPP.comp.pval,ANPP.LSD,ANPP.analysis.Fval,ANPP.analysis.pval,ANPP.notes.analysis.LSD.F.p,ANPP.units,mass.cover.or.growth,sprich.con.mean,sprich.con.SD,sprich.con.letter,sprich.con.N,sprich.trt.mean,sprich.trt.SD,sprich.trt.letter,sprich.trt.N,sprich.reported.comp.sig,sprich.comp.pval,sprich.LSD,sprich.analysis.Fval,sprich.analysis.pval,sprich.notes.analysis.LSD.F.p,sprich.units,speven.con.mean,speven.con.SD,speven.con.letter,speven.con.N,speven.trt.mean,speven.trt.SD,speven.trt.letter,speven.trt.N,speven.reported.comp.sig,speven.comp.pval,speven.analysis.Fval,speven.analysis.pval,speven.notes.analysis.LSD.F.p,speven.units,percent_native.con.mean,percent_native.con.SD,percent_native.con.letter,percent_native.con.N,percent_native.trt.mean,percent_native.trt.SD,percent_native.trt.letter,percent_native.trt.N,percent_native.analysis.Fval,percent_native.analysis.pval,percent_native.notes.analysis.LSD.F.p,percent_native.units,percent_annual.con.mean,percent_annual.con.SD,percent_annual.con.letter,percent_annual.con.N,percent_annual.trt.mean,percent_annual.trt.SD,percent_annual.trt.letter,percent_annual.trt.N,percent_annual.analysis.Fval,percent_annual.analysis.pval,percent_annual.notes.analysis.LSD.F.p,percent_annual.units,percent_grass.con.mean,percent_grass.con.SD,percent_grass.con.letter,percent_grass.con.N,percent_grass.trt.mean,percent_grass.trt.SD,percent_grass.trt.letter,percent_grass.trt.N,percent_grass.analysis.Fval,percent_grass.analysis.pval,percent_grass.notes.analysis.LSD.F.p,percent_grass.units,plantN.con.mean,plantN.con.SD,plantN.con.letter,plantN.con.N,plantN.trt.mean,plantN.trt.SD,plantN.trt.letter,plantN.trt.N,plantN.trt.minus.con.paired.mean,plantN.trt.minus.con.paired.SD,plantN.trt.minus.con.paired.N,plantN.reported.comp.sig,plantN.comp.pval,plantN.LSD,plantN.analysis.Fval,plantN.analysis.pval,plantN.notes.analysis.LSD.F.p,plantN.units,runoffamount.con.mean,runoffamount.con.SD,runoffamount.con.letter,runoffamount.con.N,runoffamount.trt.mean,runoffamount.trt.SD,runoffamount.trt.letter,runoffamount.trt.N,runoffamount.comp.pval,runoffamount.LSD,runoffamount.SED,runoffamount.analysis.pval,runoffamount.notes.analysis.LSD.F.p,runoffamount.units,runoffN.con.mean,runoffN.con.SD,runoffN.con.letter,runoffN.con.N,runoffN.trt.mean,runoffN.trt.SD,runoffN.trt.letter,runoffN.trt.N,runoffN.comp.pval,runoffN.LSD,runoffN.SED,runoffN.analysis.pval,runoffN.notes.analysis.LSD.F.p,runoffN.units,runoffP.con.mean,runoffP.con.SD,runoffP.con.letter,runoffP.con.N,runoffP.trt.mean,runoffP.trt.SD,runoffP.trt.letter,runoffP.trt.N,runoffP.LSD,runoffP.SED,runoffP.analysis.pval,runoffP.notes.analysis.LSD.F.p,runoffP.units,plantPb.con.mean,plantPb.con.SD,plantPb.con.letter,plantPb.con.N,plantPb.trt.mean,plantPb.trt.SD,plantPb.trt.letter,plantPb.trt.N,plantPb.LSD,plantPb.analysis.Fval,plantPb.analysis.pval,plantPb.notes.analysis.LSD.F.p,plantPb.units,soilWHC.con.mean,soilWHC.con.SD,soilWHC.con.letter,soilWHC.con.N,soilWHC.trt.mean,soilWHC.trt.SD,soilWHC.trt.letter,soilWHC.trt.N,soilWHC.analysis.Fval,soilWHC.analysis.pval,soilWHC.notes.analysis.LSD.F.p,soilWHC.units,soilCO2.con.mean,soilCO2.con.SD,soilCO2.con.letter,soilCO2.con.N,soilCO2.trt.mean,soilCO2.trt.SD,soilCO2.trt.letter,soilCO2.trt.N,soilCO2.trt.minus.con.paired.mean,soilCO2.trt.minus.con.paired.SD,soilCO2.trt.minus.con.paired.N,soilCO2.reported.comp.sig,soilCO2.units,soilN2O.con.mean,soilN2O.con.SD,soilN2O.con.letter,soilN2O.con.N,soilN2O.trt.mean,soilN2O.trt.SD,soilN2O.trt.letter,soilN2O.trt.N,soilN2O.comp.pval,soilN2O.units,soilCH4.con.mean,soilCH4.con.SD,soilCH4.con.letter,soilCH4.con.N,soilCH4.trt.mean,soilCH4.trt.SD,soilCH4.trt.letter,soilCH4.trt.N,soilCH4.comp.pval,soilCH4.units
11,RYALS_SILVER.VALLEY,Ryalsetal2014,12/15/2008,5/1/2011,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,730,730,18.5,18.5,med,28.3,2.35,NA,NA,6.44,42,42,16,1.02,grassland,none,no,yes,10,2.87,0.14,,3,3,0.14,,3,,,,,,,,,,% C,0.22,0.02,,3,0.26,0.02,,3,,,,,,,,,,% N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RYALS_SILVER.COASTAL,Ryalsetal2014,12/15/2008,5/1/2011,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,950,950,13,13,med,30.1,2.6,NA,NA,5.92,43,40,16,0.97,grassland,none,no,yes,10,2.67,1.09,,3,2.93,0.92,,3,,,,,,,,,,% C,0.24,0.09,,3,0.26,0.07,,3,,,,,,,,,,% N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RYALS_SILVER.VALLEY,Ryalsetal2016,12/15/2008,5/1/2009,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,730,730,18.5,18.5,med,28.3,2.35,NA,NA,6.44,42,42,16,1.02,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,0.77,,3,5.46,0.73,,3,no,,,,,,# species / m2,0.674,0.048,,3,0.662,0.051,,3,no,,,,,Shannon evenness index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.148,3,yes,P < 0.0001,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,RYALS_SILVER.COASTAL,Ryalsetal2016,12/15/2008,5/1/2009,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,950,950,13,13,med,30.1,2.6,NA,NA,5.92,43,40,16,0.97,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.39,,3,7.36,0.98,,3,no,,,,,,# species / m2,0.409,0.167,,3,0.678,0.072,,3,no,,,,,Shannon evenness index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.029,3,no,P > 0.10,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RYALS_SILVER.VALLEY,Ryalsetal2016,12/15/2008,5/1/2010,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,730,730,18.5,18.5,med,28.3,2.35,NA,NA,6.44,42,42,16,1.02,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,0.82,,3,6.4,0.73,,3,no,,,,,,# species / m2,0.664,0.045,,3,0.66,0.051,,3,no,,,,,Shannon evenness index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.141,3,no,P > 0.10,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,RYALS_SILVER.COASTAL,Ryalsetal2016,12/15/2008,5/1/2010,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,950,950,13,13,med,30.1,2.6,NA,NA,5.92,43,40,16,0.97,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,1.47,,3,6.63,2.14,,3,no,,,,,,# species / m2,0.589,0.195,,3,0.604,0.161,,3,no,,,,,Shannon evenness index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,0.216,3,yes,P < 0.05,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RYALS_SILVER.VALLEY,Ryalsetal2016,12/15/2008,5/1/2011,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,730,730,18.5,18.5,med,28.3,2.35,NA,NA,6.44,42,42,16,1.02,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,1.5,,3,7.32,1.5,,3,no,,,,,,# species / m2,0.674,0.048,,3,0.716,0.051,,3,no,,,,,Shannon evenness index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.107,0.155,3,no,P > 0.10,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,RYALS_SILVER.COASTAL,Ryalsetal2016,12/15/2008,5/1/2011,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,950,950,13,13,med,30.1,2.6,NA,NA,5.92,43,40,16,0.97,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89,2.41,,3,9.36,1.6,,3,no,,,,,,# species / m2,0.625,0.126,,3,0.613,0.145,,3,no,,,,,Shannon evenness index,11.61,,,3,17.24,,,3,,,,"% native (out of 100% total), calculated from raw abundance values",75.31,,,3,56.62,,,3,,,,"% annual (out of 100% total), calculated from raw abundance values",69.5,,,3,68.49,,,3,,,,"% grass (out of 100% total), calculated from raw abundance values [note that Valley site showed large increase in grasses, but could not calculate since raw abundance data not presented for Valley site, only Coastal)",,,,,,,,,-0.095,0.09,3,yes,P < 0.10,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RYALS_SILVER.VALLEY,Ryalsetal2016,12/15/2008,5/1/2012,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,730,730,18.5,18.5,med,28.3,2.35,NA,NA,6.44,42,42,16,1.02,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.04,24.24,,3,206.36,42.42,,3,,,,yes,,,,,,g / m2,mass,6.38,1,,3,7.01,0.73,,3,no,,,,,,# species / m2,0.427,0.042,,3,0.47,0.048,,3,no,,,,,Shannon evenness index,,,,,,,,,,,***see Ryalsetal2016_LRRs.xlsx document,,,,,,,,,,,,***see Ryalsetal2016_LRRs.xlsx document,,,,,,,,,,,,***see Ryalsetal2016_LRRs.xlsx document,,,,,,,,,,0.146,0.089,3,yes,P < 0.10,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RYALS_SILVER.COASTAL,Ryalsetal2016,12/15/2008,5/1/2012,70,70,no,compost,compost.greenwaste,11,11,202.9,202.9,18.7,18.7,NA,0.273,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,950,950,13,13,med,30.1,2.6,NA,NA,5.92,43,40,16,0.97,grassland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.99,90.56,,3,433.01,107.55,,3,,,,no,,,,,,g / m2,mass,9.24,4.46,,3,10.35,3.43,,3,no,,,,,,# species / m2,0.571,0.148,,3,0.633,0.047,,3,no,,,,,Shannon evenness index,,,,,,,,,,,***see Ryalsetal2016_LRRs.xlsx document,,,,,,,,,,,,***see Ryalsetal2016_LRRs.xlsx document,,,,,,,,,,,,***see Ryalsetal2016_LRRs.xlsx document,,,,,,,,,,-0.049,0.096,3,no,P > 0.10,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BASTIDA1,Bastidaetal2007,10/15/1988,5/6/2005,65,65,yes,municipal.solid.waste,municipal.solid.waste,18.35,18.35,236,236,12.9,12.9,NA,2.912,NA,0.369,0.55,0.55,4.05,4.05,3,3,4.2,4.2,NA,NA,235.87,mg / kg TOTAL,235.87,300,300,19.2,19.2,dry,4.6,0.18,0.005,0.1755,7.8,11,40,49,2.09,shrubland,none,no,unknown,15,5.2,0.09,a,3,8,0.16,a,3,,,,,,,,,,g / kg soil,1.6,0.3,a,3,1.8,0.2,a,3,,,,,,,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,0.14,a,3,6.24,0.27,a,3,,,,,,cmol / kg,,,,,,,,,,,,,,,2.5,,,3,2.5,,,3,,,,,,mg / kg soil; Heavy metals were determined by atomic absorption in the suitable dilutions of a nitric-perchloric extract from the soil samples,total,3.64,0.94,a,3,5.11,0.67,a,3,,,,,,mg CO2-C / kg soil,189.8,17.83,a,3,349.23,28.99,b,3,,,,,,mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2,10.8,a,3,400,14.3,a,3,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BASTIDA1,Bastidaetal2007,10/15/1988,5/6/2005,130,130,yes,municipal.solid.waste,municipal.solid.waste,18.35,18.35,236,236,12.9,12.9,NA,2.912,NA,0.369,0.55,0.55,4.05,4.05,3,3,4.2,4.2,NA,NA,235.87,mg / kg TOTAL,235.87,300,300,19.2,19.2,dry,4.6,0.18,0.005,0.1755,7.8,11,40,49,2.09,shrubland,none,no,unknown,15,5.2,0.09,a,3,11.43,0.31,b,3,,,,,,,,,,g / kg soil,1.6,0.3,a,3,2.1,0.3,ab,3,,,,,,,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,0.14,a,3,11.71,0.33,b,3,,,,,,cmol / kg,,,,,,,,,,,,,,,2.5,0.141013,,3,12.7,1.61,,3,,,,,,mg / kg soil; Heavy metals were determined by atomic absorption in the suitable dilutions of a nitric-perchloric extract from the soil samples,total,3.64,0.94,a,3,30.05,8.21,c,3,,,,,,mg CO2-C / kg soil,189.8,17.83,a,3,585.85,51.41,c,3,,,,,,mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2,10.8,a,3,421.4,2.5,ab,3,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BASTIDA1,Bastidaetal2007,10/15/1988,5/6/2005,195,195,yes,municipal.solid.waste,municipal.solid.waste,18.35,18.35,236,236,12.9,12.9,NA,2.912,NA,0.369,0.55,0.55,4.05,4.05,3,3,4.2,4.2,NA,NA,235.87,mg / kg TOTAL,235.87,300,300,19.2,19.2,dry,4.6,0.18,0.005,0.1755,7.8,11,40,49,2.09,shrubland,none,no,unknown,15,5.2,0.09,a,3,11.73,0.25,b,3,,,,,,,,,,g / kg soil,1.6,0.3,a,3,2.2,0.5,ab,3,,,,,,,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,0.14,a,3,17.08,0.23,c,3,,,,,,cmol / kg,,,,,,,,,,,,,,,2.5,0.141013,,3,15.43,4.27,,3,,,,,,mg / kg soil; Heavy metals were determined by atomic absorption in the suitable dilutions of a nitric-perchloric extract from the soil samples,total,3.64,0.94,a,3,32.22,1.62,c,3,,,,,,mg CO2-C / kg soil,189.8,17.83,a,3,592.69,30.97,c,3,,,,,,mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2,10.8,a,3,437.5,15.5,ab,3,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BASTIDA1,Bastidaetal2007,10/15/1988,5/6/2005,260,260,yes,municipal.solid.waste,municipal.solid.waste,18.35,18.35,236,236,12.9,12.9,NA,2.912,NA,0.369,0.55,0.55,4.05,4.05,3,3,4.2,4.2,NA,NA,235.87,mg / kg TOTAL,235.87,300,300,19.2,19.2,dry,4.6,0.18,0.005,0.1755,7.8,11,40,49,2.09,shrubland,none,no,unknown,15,5.2,0.09,a,3,11.7,0.6,b,3,,,,,,,,,,g / kg soil,1.6,0.3,a,3,2.5,0.1,b,3,,,,,,,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,0.14,a,3,8.35,0.1,ab,3,,,,,,cmol / kg,,,,,,,,,,,,,,,2.5,0.141013,,3,15.87,0.31,,3,,,,,,mg / kg soil; Heavy metals were determined by atomic absorption in the suitable dilutions of a nitric-perchloric extract from the soil samples,total,3.64,0.94,a,3,23.74,4.85,b,3,,,,,,mg CO2-C / kg soil,189.8,17.83,a,3,949.87,70.21,d,3,,,,,,mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2,10.8,a,3,440.8,41.5,b,3,,,,g / kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BASTIDA1,Bastidaetal2007,10/15/1988,8/7/2005,65,65,yes,municipal.solid.waste,municipal.solid.waste,18.35,18.35,236,236,12.9,12.9,NA,2.912,NA,0.369,0.55,0.55,4.05,4.05,3,3,4.2,4.2,NA,NA,,,,300,300,19.2,19.2,dry,4.6,0.18,0.005,0.1755,7.8,11,40,49,2.09,shrubland,none,no,unknown,15,6.3,0.08,a,3,10.1,0.28,ab,3,,,,,,,,,,g / kg soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.09,a,3,14.48,0.18,b,3,,,,,,mg CO2-C / kg soil,284.58,23.67,a,3,415.04,47.57,ab,3,,,,,,mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
